N,P,K,temperature,humidity,ph,label,soil_texture
17,136,196,23.87192332,90.49939035,5.882155988,apple,Loam
17,136,196,23.87192332,90.49939035,5.882155988,apple, Sandy clay loam
17,136,196,23.87192332,90.49939035,5.882155988,apple,Stony/rocky loam
33,134,205,21.0365275,94.33919546,6.08551916,apple,Loam
33,134,205,21.0365275,94.33919546,6.08551916,apple, Sandy clay loam
33,134,205,21.0365275,94.33919546,6.08551916,apple,Stony/rocky loam
16,143,197,22.61711614,93.51978375,5.90402645,apple,Loam
16,143,197,22.61711614,93.51978375,5.90402645,apple, Sandy clay loam
16,143,197,22.61711614,93.51978375,5.90402645,apple,Stony/rocky loam
27,120,200,21.45278675,90.74531921,6.110218826,apple,Loam
27,120,200,21.45278675,90.74531921,6.110218826,apple, Sandy clay loam
27,120,200,21.45278675,90.74531921,6.110218826,apple,Stony/rocky loam
29,145,205,22.81227579,92.12992101,6.212302608,apple,Loam
29,145,205,22.81227579,92.12992101,6.212302608,apple, Sandy clay loam
29,145,205,22.81227579,92.12992101,6.212302608,apple,Stony/rocky loam
3,141,197,21.98141856,91.12719303,6.142803397,apple,Loam
3,141,197,21.98141856,91.12719303,6.142803397,apple, Sandy clay loam
3,141,197,21.98141856,91.12719303,6.142803397,apple,Stony/rocky loam
15,123,204,22.52709326,92.54780429,6.365972688,apple,Loam
15,123,204,22.52709326,92.54780429,6.365972688,apple, Sandy clay loam
15,123,204,22.52709326,92.54780429,6.365972688,apple,Stony/rocky loam
5,136,195,22.35628673,91.92360477,6.264202804,apple,Loam
5,136,195,22.35628673,91.92360477,6.264202804,apple, Sandy clay loam
5,136,195,22.35628673,91.92360477,6.264202804,apple,Stony/rocky loam
10,136,204,21.19852186,92.15595143,6.276198595,apple,Loam
10,136,204,21.19852186,92.15595143,6.276198595,apple, Sandy clay loam
10,136,204,21.19852186,92.15595143,6.276198595,apple,Stony/rocky loam
7,141,195,23.8812458,93.45067555,5.514253142,apple,Loam
7,141,195,23.8812458,93.45067555,5.514253142,apple, Sandy clay loam
7,141,195,23.8812458,93.45067555,5.514253142,apple,Stony/rocky loam
2,129,201,22.78234161,94.36803516,5.682343744,apple,Loam
2,129,201,22.78234161,94.36803516,5.682343744,apple, Sandy clay loam
2,129,201,22.78234161,94.36803516,5.682343744,apple,Stony/rocky loam
29,138,197,22.19055385,92.43764169,5.830892252,apple,Loam
29,138,197,22.19055385,92.43764169,5.830892252,apple, Sandy clay loam
29,138,197,22.19055385,92.43764169,5.830892252,apple,Stony/rocky loam
30,137,200,22.91430043,90.70475565,5.603413172,apple,Loam
30,137,200,22.91430043,90.70475565,5.603413172,apple, Sandy clay loam
30,137,200,22.91430043,90.70475565,5.603413172,apple,Stony/rocky loam
29,132,204,23.08950736,90.22507299,6.0967531,apple,Loam
29,132,204,23.08950736,90.22507299,6.0967531,apple, Sandy clay loam
29,132,204,23.08950736,90.22507299,6.0967531,apple,Stony/rocky loam
14,139,197,21.72484506,92.83975602,6.056529526,apple,Loam
14,139,197,21.72484506,92.83975602,6.056529526,apple, Sandy clay loam
14,139,197,21.72484506,92.83975602,6.056529526,apple,Stony/rocky loam
18,125,203,22.44307715,91.59234006,6.160267496,apple,Loam
18,125,203,22.44307715,91.59234006,6.160267496,apple, Sandy clay loam
18,125,203,22.44307715,91.59234006,6.160267496,apple,Stony/rocky loam
33,143,204,21.1316077,91.95769858,5.814434775,apple,Loam
33,143,204,21.1316077,91.95769858,5.814434775,apple, Sandy clay loam
33,143,204,21.1316077,91.95769858,5.814434775,apple,Stony/rocky loam
40,144,196,22.71750705,92.25479855,5.987262638,apple,Loam
40,144,196,22.71750705,92.25479855,5.987262638,apple, Sandy clay loam
40,144,196,22.71750705,92.25479855,5.987262638,apple,Stony/rocky loam
9,143,197,23.75033085,92.88160462,5.570020684,apple,Loam
9,143,197,23.75033085,92.88160462,5.570020684,apple, Sandy clay loam
9,143,197,23.75033085,92.88160462,5.570020684,apple,Stony/rocky loam
38,135,203,23.76121837,93.661643,5.965551311,apple,Loam
38,135,203,23.76121837,93.661643,5.965551311,apple, Sandy clay loam
38,135,203,23.76121837,93.661643,5.965551311,apple,Stony/rocky loam
28,130,196,22.13450646,94.67695747,6.062356467,apple,Loam
28,130,196,22.13450646,94.67695747,6.062356467,apple, Sandy clay loam
28,130,196,22.13450646,94.67695747,6.062356467,apple,Stony/rocky loam
35,142,203,21.17089176,90.23730166,5.895319002,apple,Loam
35,142,203,21.17089176,90.23730166,5.895319002,apple, Sandy clay loam
35,142,203,21.17089176,90.23730166,5.895319002,apple,Stony/rocky loam
12,129,205,22.36238282,91.15761594,6.119432215,apple,Loam
12,129,205,22.36238282,91.15761594,6.119432215,apple, Sandy clay loam
12,129,205,22.36238282,91.15761594,6.119432215,apple,Stony/rocky loam
1,135,203,22.77856513,92.70124029,5.624203283,apple,Loam
1,135,203,22.77856513,92.70124029,5.624203283,apple, Sandy clay loam
1,135,203,22.77856513,92.70124029,5.624203283,apple,Stony/rocky loam
0,145,205,21.22503442,90.09877774,5.52078314,apple,Loam
0,145,205,21.22503442,90.09877774,5.52078314,apple, Sandy clay loam
0,145,205,21.22503442,90.09877774,5.52078314,apple,Stony/rocky loam
31,121,201,23.15791104,90.34396882,5.731535258,apple,Loam
31,121,201,23.15791104,90.34396882,5.731535258,apple, Sandy clay loam
31,121,201,23.15791104,90.34396882,5.731535258,apple,Stony/rocky loam
35,131,203,22.42776057,93.91722423,5.893490899,apple,Loam
35,131,203,22.42776057,93.91722423,5.893490899,apple, Sandy clay loam
35,131,203,22.42776057,93.91722423,5.893490899,apple,Stony/rocky loam
29,140,195,23.64082979,90.95257927,5.560521058,apple,Loam
29,140,195,23.64082979,90.95257927,5.560521058,apple, Sandy clay loam
29,140,195,23.64082979,90.95257927,5.560521058,apple,Stony/rocky loam
33,138,198,22.29423493,90.69033986,6.222390798,apple,Loam
33,138,198,22.29423493,90.69033986,6.222390798,apple, Sandy clay loam
33,138,198,22.29423493,90.69033986,6.222390798,apple,Stony/rocky loam
14,140,197,23.35225078,90.90054697,6.071255131,apple,Loam
14,140,197,23.35225078,90.90054697,6.071255131,apple, Sandy clay loam
14,140,197,23.35225078,90.90054697,6.071255131,apple,Stony/rocky loam
35,145,195,22.03911546,94.58075845,6.231950009,apple,Loam
35,145,195,22.03911546,94.58075845,6.231950009,apple, Sandy clay loam
35,145,195,22.03911546,94.58075845,6.231950009,apple,Stony/rocky loam
40,120,197,23.80593812,92.48879468,5.889480679,apple,Loam
40,120,197,23.80593812,92.48879468,5.889480679,apple, Sandy clay loam
40,120,197,23.80593812,92.48879468,5.889480679,apple,Stony/rocky loam
25,132,198,22.31944084,90.85174383,5.732757516,apple,Loam
25,132,198,22.31944084,90.85174383,5.732757516,apple, Sandy clay loam
25,132,198,22.31944084,90.85174383,5.732757516,apple,Stony/rocky loam
31,137,196,22.14464104,93.82567435,6.400321212,apple,Loam
31,137,196,22.14464104,93.82567435,6.400321212,apple, Sandy clay loam
31,137,196,22.14464104,93.82567435,6.400321212,apple,Stony/rocky loam
36,144,196,23.65167552,94.50528753,6.496934492,apple,Loam
36,144,196,23.65167552,94.50528753,6.496934492,apple, Sandy clay loam
36,144,196,23.65167552,94.50528753,6.496934492,apple,Stony/rocky loam
10,140,197,22.16939473,90.27185592,6.229498836,apple,Loam
10,140,197,22.16939473,90.27185592,6.229498836,apple, Sandy clay loam
10,140,197,22.16939473,90.27185592,6.229498836,apple,Stony/rocky loam
22,30,12,15.78144173,92.51077745,6.354006744,orange,Sandy loam
22,30,12,15.78144173,92.51077745,6.354006744,orange,Loam
37,6,13,26.03097313,91.50819306,7.511755068,orange,Sandy loam
37,6,13,26.03097313,91.50819306,7.511755068,orange,Loam
27,13,6,13.36050601,91.35608208,7.335158382,orange,Sandy loam
27,13,6,13.36050601,91.35608208,7.335158382,orange,Loam
7,16,9,18.87957654,92.04304496,7.813916603,orange,Sandy loam
7,16,9,18.87957654,92.04304496,7.813916603,orange,Loam
20,7,9,29.47741671,91.57802915,7.129136941,orange,Sandy loam
20,7,9,29.47741671,91.57802915,7.129136941,orange,Loam
26,27,10,28.06903173,92.91487288,6.079998496,orange,Sandy loam
26,27,10,28.06903173,92.91487288,6.079998496,orange,Loam
5,23,15,25.66901098,92.04670813,7.408939392,orange,Sandy loam
5,23,15,25.66901098,92.04670813,7.408939392,orange,Loam
0,18,14,29.77149434,92.00719952,7.207991261,orange,Sandy loam
0,18,14,29.77149434,92.00719952,7.207991261,orange,Loam
39,24,14,30.55472573,90.90343769,7.189259647,orange,Sandy loam
39,24,14,30.55472573,90.90343769,7.189259647,orange,Loam
13,23,6,23.96147583,90.26408017,7.365338111,orange,Sandy loam
13,23,6,23.96147583,90.26408017,7.365338111,orange,Loam
21,17,15,23.98289638,91.5473145,7.455991072,orange,Sandy loam
21,17,15,23.98289638,91.5473145,7.455991072,orange,Loam
33,12,8,25.26052689,90.31153735,6.822282114,orange,Sandy loam
33,12,8,25.26052689,90.31153735,6.822282114,orange,Loam
6,9,12,31.08368929,90.14362642,7.028746406,orange,Sandy loam
6,9,12,31.08368929,90.14362642,7.028746406,orange,Loam
19,7,10,14.78003032,91.22062116,6.118430299,orange,Sandy loam
19,7,10,14.78003032,91.22062116,6.118430299,orange,Loam
24,18,6,26.56608303,94.45239715,6.285312759,orange,Sandy loam
24,18,6,26.56608303,94.45239715,6.285312759,orange,Loam
9,11,8,24.85903405,94.39000473,6.559236744,orange,Sandy loam
9,11,8,24.85903405,94.39000473,6.559236744,orange,Loam
31,8,7,34.51465139,93.63812684,7.163245982,orange,Sandy loam
31,8,7,34.51465139,93.63812684,7.163245982,orange,Loam
22,17,5,24.12188673,90.72351622,6.945562889,orange,Sandy loam
22,17,5,24.12188673,90.72351622,6.945562889,orange,Loam
13,5,8,23.85340379,90.10522549,7.474710503,orange,Sandy loam
13,5,8,23.85340379,90.10522549,7.474710503,orange,Loam
16,8,9,24.60297538,91.28408653,7.601189843,orange,Sandy loam
16,8,9,24.60297538,91.28408653,7.601189843,orange,Loam
4,13,6,15.63211033,94.25966183,7.561143224,orange,Sandy loam
4,13,6,15.63211033,94.25966183,7.561143224,orange,Loam
0,25,14,19.33516809,91.97978938,6.361671475,orange,Sandy loam
0,25,14,19.33516809,91.97978938,6.361671475,orange,Loam
8,7,10,28.2620488,91.98317355,6.929216014,orange,Sandy loam
8,7,10,28.2620488,91.98317355,6.929216014,orange,Loam
4,23,5,22.67594476,93.36348717,7.477935216,orange,Sandy loam
4,23,5,22.67594476,93.36348717,7.477935216,orange,Loam
33,14,8,21.03200078,92.9641969,7.684420446,orange,Sandy loam
33,14,8,21.03200078,92.9641969,7.684420446,orange,Loam
30,7,15,33.23453301,91.06053924,7.825531916,orange,Sandy loam
30,7,15,33.23453301,91.06053924,7.825531916,orange,Loam
21,29,12,22.30318989,92.15987039,6.438668989,orange,Sandy loam
21,29,12,22.30318989,92.15987039,6.438668989,orange,Loam
11,14,5,11.50322938,94.8933184,6.946354724,orange,Sandy loam
11,14,5,11.50322938,94.8933184,6.946354724,orange,Loam
9,8,15,14.34320488,94.35734702,7.994465371,orange,Sandy loam
9,8,15,14.34320488,94.35734702,7.994465371,orange,Loam
5,18,14,33.1056981,93.48447453,7.434118807,orange,Sandy loam
5,18,14,33.1056981,93.48447453,7.434118807,orange,Loam
29,25,14,30.49183837,90.4582865,7.781988584,orange,Sandy loam
29,25,14,30.49183837,90.4582865,7.781988584,orange,Loam
33,12,15,30.25578031,92.03272799,6.052318465,orange,Sandy loam
33,12,15,30.25578031,92.03272799,6.052318465,orange,Loam
8,16,6,12.22816189,90.26457428,7.106650373,orange,Sandy loam
8,16,6,12.22816189,90.26457428,7.106650373,orange,Loam
15,14,8,10.01081312,90.22399223,6.22094286,orange,Sandy loam
15,14,8,10.01081312,90.22399223,6.22094286,orange,Loam
16,7,8,22.79196751,90.60901895,6.420457311,orange,Sandy loam
16,7,8,22.79196751,90.60901895,6.420457311,orange,Loam
0,12,7,20.18432263,90.65458473,6.969249676,orange,Sandy loam
0,12,7,20.18432263,90.65458473,6.969249676,orange,Loam
5,25,6,30.72119881,94.01331956,6.011302181,orange,Sandy loam
5,25,6,30.72119881,94.01331956,6.011302181,orange,Loam
6,8,11,24.35590861,92.39651663,6.600948788,orange,Sandy loam
6,8,11,24.35590861,92.39651663,6.600948788,orange,Loam
10,5,5,21.21306973,91.35349216,7.817846496,orange,Sandy loam
10,5,5,21.21306973,91.35349216,7.817846496,orange,Loam
1,17,6,10.78689755,91.38411917,6.8198271,orange,Sandy loam
1,17,6,10.78689755,91.38411917,6.8198271,orange,Loam
1,30,10,11.89925671,91.34663797,7.291405641,orange,Sandy loam
1,30,10,11.89925671,91.34663797,7.291405641,orange,Loam
0,23,15,22.56664172,93.37488907,7.598729065,orange,Sandy loam
0,23,15,22.56664172,93.37488907,7.598729065,orange,Loam
24,27,9,18.86883219,93.24688124,6.157135092,orange,Sandy loam
24,27,9,18.86883219,93.24688124,6.157135092,orange,Loam
36,11,13,17.34083741,93.04897191,7.1917274,orange,Sandy loam
36,11,13,17.34083741,93.04897191,7.1917274,orange,Loam
40,21,8,34.90665289,92.87820148,7.418761774,orange,Sandy loam
40,21,8,34.90665289,92.87820148,7.418761774,orange,Loam
40,22,6,24.53610067,91.90997228,6.488221135,orange,Sandy loam
40,22,6,24.53610067,91.90997228,6.488221135,orange,Loam
32,18,13,13.8377282,91.74780462,6.044167236,orange,Sandy loam
32,18,13,13.8377282,91.74780462,6.044167236,orange,Loam
9,10,10,22.3551049,93.52211892,6.010391864,orange,Sandy loam
9,10,10,22.3551049,93.52211892,6.010391864,orange,Loam
13,16,8,34.74004942,93.12316972,6.949838549,orange,Sandy loam
13,16,8,34.74004942,93.12316972,6.949838549,orange,Loam
15,9,11,11.54785707,94.14861001,7.907956251,orange,Sandy loam
15,9,11,11.54785707,94.14861001,7.907956251,orange,Loam
29,11,5,23.13338811,91.94670335,7.639788459,orange,Sandy loam
29,11,5,23.13338811,91.94670335,7.639788459,orange,Loam
1,15,9,29.98364695,94.55239717,7.53350946,orange,Sandy loam
1,15,9,29.98364695,94.55239717,7.53350946,orange,Loam
18,5,11,20.87947369,90.93756231,6.251586885,orange,Sandy loam
18,5,11,20.87947369,90.93756231,6.251586885,orange,Loam
14,22,9,17.24944623,91.13772765,6.543191814,orange,Sandy loam
14,22,9,17.24944623,91.13772765,6.543191814,orange,Loam
33,15,7,15.83388699,91.68293851,7.651225301,orange,Sandy loam
33,15,7,15.83388699,91.68293851,7.651225301,orange,Loam
4,6,7,23.01014302,91.11764246,6.708889665,orange,Sandy loam
4,6,7,23.01014302,91.11764246,6.708889665,orange,Loam
17,16,14,16.39624284,92.18151927,6.625538653,orange,Sandy loam
17,16,14,16.39624284,92.18151927,6.625538653,orange,Loam
12,20,10,24.45132792,93.10527686,6.528354932,orange,Sandy loam
12,20,10,24.45132792,93.10527686,6.528354932,orange,Loam
34,29,8,31.87859192,91.15248149,6.450640306,orange,Sandy loam
34,29,8,31.87859192,91.15248149,6.450640306,orange,Loam
39,28,10,31.34920143,91.48247612,7.181907673,orange,Sandy loam
39,28,10,31.34920143,91.48247612,7.181907673,orange,Loam
31,25,12,18.05142392,90.03969587,7.016482298,orange,Sandy loam
31,25,12,18.05142392,90.03969587,7.016482298,orange,Loam
12,6,8,30.84835031,92.86773675,6.388617138,orange,Sandy loam
12,6,8,30.84835031,92.86773675,6.388617138,orange,Loam
12,29,13,22.45616931,91.52781832,7.57125447,orange,Sandy loam
12,29,13,22.45616931,91.52781832,7.57125447,orange,Loam
26,11,11,13.70319166,90.95589386,7.609348255,orange,Sandy loam
26,11,11,13.70319166,90.95589386,7.609348255,orange,Loam
19,24,15,20.48954522,93.72485075,7.137136973,orange,Sandy loam
19,24,15,20.48954522,93.72485075,7.137136973,orange,Loam
39,21,9,13.20844373,94.02769434,6.354022554,orange,Sandy loam
39,21,9,13.20844373,94.02769434,6.354022554,orange,Loam
16,29,13,32.31944397,93.67804556,6.196907944,orange,Sandy loam
16,29,13,32.31944397,93.67804556,6.196907944,orange,Loam
36,29,13,20.68185224,90.91510525,7.829507245,orange,Sandy loam
36,29,13,20.68185224,90.91510525,7.829507245,orange,Loam
37,23,12,31.52675982,90.50621806,6.395258356,orange,Sandy loam
37,23,12,31.52675982,90.50621806,6.395258356,orange,Loam
39,9,15,25.35467646,91.81183218,7.992041984,orange,Sandy loam
39,9,15,25.35467646,91.81183218,7.992041984,orange,Loam
31,5,14,17.66545409,91.69865887,6.583411671,orange,Sandy loam
31,5,14,17.66545409,91.69865887,6.583411671,orange,Loam
18,12,8,12.59093977,91.81668769,6.206053072,orange,Sandy loam
18,12,8,12.59093977,91.81668769,6.206053072,orange,Loam
20,20,10,11.86631922,93.68394562,6.976997772,orange,Sandy loam
20,20,10,11.86631922,93.68394562,6.976997772,orange,Loam
5,8,5,11.03367937,92.22706805,6.562594972,orange,Sandy loam
5,8,5,11.03367937,92.22706805,6.562594972,orange,Loam
20,8,12,25.2990432,94.96419851,7.260416405,orange,Sandy loam
20,8,12,25.2990432,94.96419851,7.260416405,orange,Loam
25,21,11,32.23797837,90.15406807,6.460044778,orange,Sandy loam
25,21,11,32.23797837,90.15406807,6.460044778,orange,Loam
14,19,14,17.68408797,94.35815354,6.699164936,orange,Sandy loam
14,19,14,17.68408797,94.35815354,6.699164936,orange,Loam
37,18,12,10.2708877,90.19147747,7.401121811,orange,Sandy loam
37,18,12,10.2708877,90.19147747,7.401121811,orange,Loam
26,15,6,17.22034507,94.78797376,6.912033409,orange,Sandy loam
26,15,6,17.22034507,94.78797376,6.912033409,orange,Loam
13,22,5,19.667056,90.50096668,7.764040111,orange,Sandy loam
13,22,5,19.667056,90.50096668,7.764040111,orange,Loam
32,25,9,10.35609594,93.75652041,7.796034006,orange,Sandy loam
32,25,9,10.35609594,93.75652041,7.796034006,orange,Loam
19,7,9,27.255435,91.71369387,6.969883483,orange,Sandy loam
19,7,9,27.255435,91.71369387,6.969883483,orange,Loam
28,7,9,34.5917846,92.13229786,6.730757538,orange,Sandy loam
28,7,9,34.5917846,92.13229786,6.730757538,orange,Loam
24,30,11,32.39523995,94.51768464,6.601395755,orange,Sandy loam
24,30,11,32.39523995,94.51768464,6.601395755,orange,Loam
7,17,10,10.16431299,91.22320999,6.465913274,orange,Sandy loam
7,17,10,10.16431299,91.22320999,6.465913274,orange,Loam
18,23,8,21.49118657,93.43949693,6.41354791,orange,Sandy loam
18,23,8,21.49118657,93.43949693,6.41354791,orange,Loam
7,20,12,16.53460397,94.76759975,6.475275337,orange,Sandy loam
7,20,12,16.53460397,94.76759975,6.475275337,orange,Loam
20,23,11,31.8520694,90.12220323,6.407715561,orange,Sandy loam
20,23,11,31.8520694,90.12220323,6.407715561,orange,Loam
18,14,11,28.04799508,90.00621688,6.550814117,orange,Sandy loam
18,14,11,28.04799508,90.00621688,6.550814117,orange,Loam
34,11,10,31.75048899,94.59551226,7.36220835,orange,Sandy loam
34,11,10,31.75048899,94.59551226,7.36220835,orange,Loam
20,29,10,29.07412717,93.27189064,7.36549204,orange,Sandy loam
20,29,10,29.07412717,93.27189064,7.36549204,orange,Loam
37,24,13,19.14381903,90.71037456,7.8546243,orange,Sandy loam
37,24,13,19.14381903,90.71037456,7.8546243,orange,Loam
12,8,10,16.14820285,91.4448027,7.995848977,orange,Sandy loam
12,8,10,16.14820285,91.4448027,7.995848977,orange,Loam
34,10,14,34.05296914,92.05811721,6.725600855,orange,Sandy loam
34,10,14,34.05296914,92.05811721,6.725600855,orange,Loam
6,13,9,34.51423957,90.56151463,7.786725333,orange,Sandy loam
6,13,9,34.51423957,90.56151463,7.786725333,orange,Loam
27,30,5,32.71748548,90.54608254,7.656978112,orange,Sandy loam
27,30,5,32.71748548,90.54608254,7.656978112,orange,Loam
13,8,12,25.16296632,92.54736032,7.105904818,orange,Sandy loam
13,8,12,25.16296632,92.54736032,7.105904818,orange,Loam
6,7,7,27.68167318,94.47316879,7.199106204,orange,Sandy loam
6,7,7,27.68167318,94.47316879,7.199106204,orange,Loam
40,17,15,21.35093384,90.9492967,7.871063004,orange,Sandy loam
40,17,15,21.35093384,90.9492967,7.871063004,orange,Loam
31,26,9,11.69894639,93.25638873,7.566165721,orange,Sandy loam
31,26,9,11.69894639,93.25638873,7.566165721,orange,Loam
61,68,50,35.21462816,91.49725058,6.793245417,papaya,Loam
61,68,50,35.21462816,91.49725058,6.793245417,papaya,Sandy loam
58,46,45,42.39413392,90.79028064,6.576261427,papaya,Loam
58,46,45,42.39413392,90.79028064,6.576261427,papaya,Sandy loam
45,47,55,38.4191628,91.14220381,6.751452932,papaya,Loam
45,47,55,38.4191628,91.14220381,6.751452932,papaya,Sandy loam
39,65,53,35.33294932,92.11508608,6.560743093,papaya,Loam
39,65,53,35.33294932,92.11508608,6.560743093,papaya,Sandy loam
31,68,45,42.92325255,90.07600528,6.938313356,papaya,Loam
31,68,45,42.92325255,90.07600528,6.938313356,papaya,Sandy loam
70,68,45,33.83508569,92.85470152,6.991626158,papaya,Loam
70,68,45,33.83508569,92.85470152,6.991626158,papaya,Sandy loam
68,62,50,33.20258348,92.76437927,6.977700268,papaya,Loam
68,62,50,33.20258348,92.76437927,6.977700268,papaya,Sandy loam
34,65,47,23.48546973,93.71043692,6.833768535,papaya,Loam
34,65,47,23.48546973,93.71043692,6.833768535,papaya,Sandy loam
38,68,54,29.33710543,90.81781439,6.739170045,papaya,Loam
38,68,54,29.33710543,90.81781439,6.739170045,papaya,Sandy loam
69,64,47,40.21199348,94.50766912,6.993473247,papaya,Loam
69,64,47,40.21199348,94.50766912,6.993473247,papaya,Sandy loam
58,51,47,42.13473976,91.70445386,6.757470637,papaya,Loam
58,51,47,42.13473976,91.70445386,6.757470637,papaya,Sandy loam
59,47,53,32.86316618,91.4618874,6.850663232,papaya,Loam
59,47,53,32.86316618,91.4618874,6.850663232,papaya,Sandy loam
44,64,54,29.80744318,91.38048469,6.74274935,papaya,Loam
44,64,54,29.80744318,91.38048469,6.74274935,papaya,Sandy loam
56,57,48,31.56213762,93.0484859,6.506120752,papaya,Loam
56,57,48,31.56213762,93.0484859,6.506120752,papaya,Sandy loam
69,60,54,36.32268069,93.06134398,6.98992719,papaya,Loam
69,60,54,36.32268069,93.06134398,6.98992719,papaya,Sandy loam
56,58,49,37.13165026,94.60761797,6.69215564,papaya,Loam
56,58,49,37.13165026,94.60761797,6.69215564,papaya,Sandy loam
49,55,53,38.4418717,93.63739039,6.544029776,papaya,Loam
49,55,53,38.4418717,93.63739039,6.544029776,papaya,Sandy loam
38,51,52,32.66160599,90.78931681,6.927803911,papaya,Loam
38,51,52,32.66160599,90.78931681,6.927803911,papaya,Sandy loam
54,65,47,27.92765919,91.55594211,6.721835879,papaya,Loam
54,65,47,27.92765919,91.55594211,6.721835879,papaya,Sandy loam
57,57,51,39.01793345,91.48815629,6.99223441,papaya,Loam
57,57,51,39.01793345,91.48815629,6.99223441,papaya,Sandy loam
39,52,53,32.51247398,94.65904123,6.704204398,papaya,Loam
39,52,53,32.51247398,94.65904123,6.704204398,papaya,Sandy loam
58,67,45,38.72382798,91.72514851,6.702424548,papaya,Loam
58,67,45,38.72382798,91.72514851,6.702424548,papaya,Sandy loam
61,64,52,43.30204933,92.83405443,6.641098708,papaya,Loam
61,64,52,43.30204933,92.83405443,6.641098708,papaya,Sandy loam
34,62,55,27.58548913,90.72526502,6.585346229,papaya,Loam
34,62,55,27.58548913,90.72526502,6.585346229,papaya,Sandy loam
31,48,45,40.78881819,92.90951393,6.563134737,papaya,Loam
31,48,45,40.78881819,92.90951393,6.563134737,papaya,Sandy loam
47,46,52,23.19451074,91.40301608,6.502289473,papaya,Loam
47,46,52,23.19451074,91.40301608,6.502289473,papaya,Sandy loam
32,68,52,32.68067385,92.61715632,6.800321319,papaya,Loam
32,68,52,32.68067385,92.61715632,6.800321319,papaya,Sandy loam
36,59,46,34.28879307,93.61082872,6.721130543,papaya,Loam
36,59,46,34.28879307,93.61082872,6.721130543,papaya,Sandy loam
61,51,51,39.30050027,94.16193416,6.574677594,papaya,Loam
61,51,51,39.30050027,94.16193416,6.574677594,papaya,Sandy loam
70,54,46,39.73149053,91.12220596,6.919342407,papaya,Loam
70,54,46,39.73149053,91.12220596,6.919342407,papaya,Sandy loam
44,56,49,39.23342464,91.25589286,6.519779583,papaya,Loam
44,56,49,39.23342464,91.25589286,6.519779583,papaya,Sandy loam
34,68,51,27.34734861,94.17756725,6.687088098,papaya,Loam
34,68,51,27.34734861,94.17756725,6.687088098,papaya,Sandy loam
50,59,47,40.76998685,92.09278584,6.747975732,papaya,Loam
50,59,47,40.76998685,92.09278584,6.747975732,papaya,Sandy loam
39,70,52,26.26559543,90.79668055,6.65149129,papaya,Loam
39,70,52,26.26559543,90.79668055,6.65149129,papaya,Sandy loam
34,61,49,28.12971499,93.3210737,6.502675132,papaya,Loam
34,61,49,28.12971499,93.3210737,6.502675132,papaya,Sandy loam
44,60,55,34.2804607,90.55561637,6.825371185,papaya,Loam
44,60,55,34.2804607,90.55561637,6.825371185,papaya,Sandy loam
31,62,52,33.7960155,93.00754254,6.99104104,papaya,Loam
31,62,52,33.7960155,93.00754254,6.99104104,papaya,Sandy loam
65,62,51,31.53243779,90.87394933,6.511624841,papaya,Loam
65,62,51,31.53243779,90.87394933,6.511624841,papaya,Sandy loam
44,57,53,42.30495821,90.51431779,6.93172108,papaya,Loam
44,57,53,42.30495821,90.51431779,6.93172108,papaya,Sandy loam
50,47,48,24.63676897,90.61964344,6.712772333,papaya,Loam
50,47,48,24.63676897,90.61964344,6.712772333,papaya,Sandy loam
43,50,48,28.28222883,91.37059792,6.63016515,papaya,Loam
43,50,48,28.28222883,91.37059792,6.63016515,papaya,Sandy loam
60,46,53,24.48620746,92.98254537,6.761953186,papaya,Loam
60,46,53,24.48620746,92.98254537,6.761953186,papaya,Sandy loam
70,68,55,42.84609252,94.63548176,6.691202286,papaya,Loam
70,68,55,42.84609252,94.63548176,6.691202286,papaya,Sandy loam
59,62,52,43.67549305,93.10887229,6.608667684,papaya,Loam
59,62,52,43.67549305,93.10887229,6.608667684,papaya,Sandy loam
60,58,51,42.07213781,92.92203105,6.840802254,papaya,Loam
60,58,51,42.07213781,92.92203105,6.840802254,papaya,Sandy loam
42,60,47,33.46873719,92.12746225,6.834808348,papaya,Loam
42,60,47,33.46873719,92.12746225,6.834808348,papaya,Sandy loam
35,66,47,31.7018373,91.66232213,6.953439161,papaya,Loam
35,66,47,31.7018373,91.66232213,6.953439161,papaya,Sandy loam
34,65,48,41.41968393,90.03863107,6.665024508,papaya,Loam
34,65,48,41.41968393,90.03863107,6.665024508,papaya,Sandy loam
36,54,46,42.54744013,94.94482086,6.662875839,papaya,Loam
36,54,46,42.54744013,94.94482086,6.662875839,papaya,Sandy loam
39,64,52,28.91842453,94.63676767,6.678695788,papaya,Loam
39,64,52,28.91842453,94.63676767,6.678695788,papaya,Sandy loam
37,52,47,43.08022702,93.90305729,6.54277684,papaya,Loam
37,52,47,43.08022702,93.90305729,6.54277684,papaya,Sandy loam
33,47,46,29.20300896,93.96834049,6.839443833,papaya,Loam
33,47,46,29.20300896,93.96834049,6.839443833,papaya,Sandy loam
34,48,48,41.04224355,91.37258067,6.805277038,papaya,Loam
34,48,48,41.04224355,91.37258067,6.805277038,papaya,Sandy loam
49,54,50,25.62446619,93.18240298,6.762522087,papaya,Loam
49,54,50,25.62446619,93.18240298,6.762522087,papaya,Sandy loam
40,65,49,35.32876402,91.06138506,6.678449318,papaya,Loam
40,65,49,35.32876402,91.06138506,6.678449318,papaya,Sandy loam
68,52,49,24.42561272,92.27749066,6.577192175,papaya,Loam
